Derivative ID,Fragment ID,Derivative Name,Fragment Name,Derivative Crystal,Fragment Crystal,Derivative Observation,Fragment Observation,SuCOS Average Score,SuCOS Feature Score,SuCOS Volume Score,Num Recapitulated Inspiration Features,Recapitulated Inspiration Feature Fraction,Num Shared Protein Interactions,Max Eyeball
137,49,A3186a,A1169a,A71EV2A-x3186,A71EV2A-x1169,A71EV2A-x3186_A_245_1_A71EV2A-x0526+A+147+1,A71EV2A-x1169_A_151_1_A71EV2A-x0526+A+147+1,0.5993954372204156,0.3392470569138202,0.8595438175270108,1,0.5,0,
137,50,A3186a,A0812a,A71EV2A-x3186,A71EV2A-x0812,A71EV2A-x3186_A_245_1_A71EV2A-x0526+A+147+1,A71EV2A-x0812_A_147_1_A71EV2A-x0526+A+147+1,0.31733836889205513,0.050181116635878105,0.5844956211482322,0,0.0,1,
137,51,A3186a,A0926a,A71EV2A-x3186,A71EV2A-x0926,A71EV2A-x3186_A_245_1_A71EV2A-x0526+A+147+1,A71EV2A-x0926_A_250_1_A71EV2A-x0526+A+147+1,0.6839121210998294,0.5314866170208319,0.8363376251788269,3,0.5,0,YES
137,54,A3186a,A0333a,A71EV2A-x3186,A71EV2A-x0333,A71EV2A-x3186_A_245_1_A71EV2A-x0526+A+147+1,A71EV2A-x0333_A_201_1_A71EV2A-x3181+A+202+1,0.0,0.0,0.0,0,0.0,0,
137,55,A3186a,A0432a,A71EV2A-x3186,A71EV2A-x0432,A71EV2A-x3186_A_245_1_A71EV2A-x0526+A+147+1,A71EV2A-x0432_A_147_1_A71EV2A-x0432+A+147+1,0.0,0.0,0.0,0,0.0,0,
137,56,A3186a,A0375b,A71EV2A-x3186,A71EV2A-x0375,A71EV2A-x3186_A_245_1_A71EV2A-x0526+A+147+1,A71EV2A-x0375_A_301_1_A71EV2A-x0526+A+147+1,0.34668037750696523,0.07792646376433415,0.6154342912495964,0,0.0,0,
137,57,A3186a,A1105a,A71EV2A-x3186,A71EV2A-x1105,A71EV2A-x3186_A_245_1_A71EV2A-x0526+A+147+1,A71EV2A-x1105_A_147_1_A71EV2A-x0395+A+148+1,0.0,0.0,0.0,0,0.0,0,
137,60,A3186a,A0571a,A71EV2A-x3186,A71EV2A-x0571,A71EV2A-x3186_A_245_1_A71EV2A-x0526+A+147+1,A71EV2A-x0571_A_147_1_A71EV2A-x0517+A+147+1,0.0,0.0,0.0,0,0.0,0,
137,61,A3186a,A0239a,A71EV2A-x3186,A71EV2A-x0239,A71EV2A-x3186_A_245_1_A71EV2A-x0526+A+147+1,A71EV2A-x0239_A_147_1_A71EV2A-x0486+A+147+1,0.0,0.0,0.0,0,0.0,0,
137,62,A3186a,A1080a,A71EV2A-x3186,A71EV2A-x1080,A71EV2A-x3186_A_245_1_A71EV2A-x0526+A+147+1,A71EV2A-x1080_A_201_1_A71EV2A-x0526+A+147+1,0.12910353535353536,0.0,0.2582070707070707,0,0.0,2,
137,63,A3186a,A1255a,A71EV2A-x3186,A71EV2A-x1255,A71EV2A-x3186_A_245_1_A71EV2A-x0526+A+147+1,A71EV2A-x1255_B_201_1_A71EV2A-x0526+A+147+1,0.3727138464066058,0.1592207962614874,0.5862068965517242,1,0.25,0,
137,64,A3186a,A0152b,A71EV2A-x3186,A71EV2A-x0152,A71EV2A-x3186_A_245_1_A71EV2A-x0526+A+147+1,A71EV2A-x0152_A_201_1_A71EV2A-x0395+A+148+1,0.0,0.0,0.0,0,0.0,0,
137,66,A3186a,A0517a,A71EV2A-x3186,A71EV2A-x0517,A71EV2A-x3186_A_245_1_A71EV2A-x0526+A+147+1,A71EV2A-x0517_A_147_1_A71EV2A-x0517+A+147+1,0.0,0.0,0.0,0,0.0,0,
137,67,A3186a,A1293a,A71EV2A-x3186,A71EV2A-x1293,A71EV2A-x3186_A_245_1_A71EV2A-x0526+A+147+1,A71EV2A-x1293_A_151_1_A71EV2A-x0395+A+148+1,0.0,0.0,0.0,0,0.0,0,
137,68,A3186a,A0554a,A71EV2A-x3186,A71EV2A-x0554,A71EV2A-x3186_A_245_1_A71EV2A-x0526+A+147+1,A71EV2A-x0554_A_201_1_A71EV2A-x0526+A+147+1,0.3849116230426886,0.06142233787908473,0.7084009082062925,0,0.0,3,
137,71,A3186a,A0514a,A71EV2A-x3186,A71EV2A-x0514,A71EV2A-x3186_A_245_1_A71EV2A-x0526+A+147+1,A71EV2A-x0514_B_151_1_A71EV2A-x0526+A+147+1,0.483525461497438,0.3498792058231589,0.6171717171717171,2,0.3333333333333333,0,YES
137,72,A3186a,A0911a,A71EV2A-x3186,A71EV2A-x0911,A71EV2A-x3186_A_245_1_A71EV2A-x0526+A+147+1,A71EV2A-x0911_A_147_1_A71EV2A-x0526+A+147+1,0.0,0.0,0.0,0,0.0,0,
137,75,A3186a,A0469a,A71EV2A-x3186,A71EV2A-x0469,A71EV2A-x3186_A_245_1_A71EV2A-x0526+A+147+1,A71EV2A-x0469_A_147_1_A71EV2A-x0525+A+246+1,0.0,0.0,0.0,0,0.0,1,
137,76,A3186a,A0446a,A71EV2A-x3186,A71EV2A-x0446,A71EV2A-x3186_A_245_1_A71EV2A-x0526+A+147+1,A71EV2A-x0446_A_147_1_A71EV2A-x0526+A+147+1,0.41167175355682234,0.17472599559290738,0.6486175115207373,1,0.2,1,
137,79,A3186a,A0305a,A71EV2A-x3186,A71EV2A-x0305,A71EV2A-x3186_A_245_1_A71EV2A-x0526+A+147+1,A71EV2A-x0305_A_147_1_A71EV2A-x0541+A+147+1,0.0,0.0,0.0,0,0.0,0,
137,81,A3186a,A0515a,A71EV2A-x3186,A71EV2A-x0515,A71EV2A-x3186_A_245_1_A71EV2A-x0526+A+147+1,A71EV2A-x0515_A_201_1_A71EV2A-x0526+A+147+1,0.4434774778787193,0.17754676152375115,0.7094081942336874,0,0.0,2,
137,82,A3186a,A0556a,A71EV2A-x3186,A71EV2A-x0556,A71EV2A-x3186_A_245_1_A71EV2A-x0526+A+147+1,A71EV2A-x0556_A_147_1_A71EV2A-x0526+A+147+1,0.2724096385147289,0.019826759819041702,0.5249925172104161,0,0.0,1,
137,83,A3186a,A0884a,A71EV2A-x3186,A71EV2A-x0884,A71EV2A-x3186_A_245_1_A71EV2A-x0526+A+147+1,A71EV2A-x0884_A_147_1_A71EV2A-x0526+A+147+1,0.327301027904395,0.004035568032999833,0.6505664877757902,0,0.0,2,
137,84,A3186a,A0278a,A71EV2A-x3186,A71EV2A-x0278,A71EV2A-x3186_A_245_1_A71EV2A-x0526+A+147+1,A71EV2A-x0278_A_201_1_A71EV2A-x0525+A+246+1,0.0,0.0,0.0,0,0.0,1,
137,86,A3186a,A0488a,A71EV2A-x3186,A71EV2A-x0488,A71EV2A-x3186_A_245_1_A71EV2A-x0526+A+147+1,A71EV2A-x0488_A_147_1_A71EV2A-x0488+A+147+1,0.0,0.0,0.0,0,0.0,0,
137,87,A3186a,A1081a,A71EV2A-x3186,A71EV2A-x1081,A71EV2A-x3186_A_245_1_A71EV2A-x0526+A+147+1,A71EV2A-x1081_A_147_1_A71EV2A-x0488+A+147+1,0.0,0.0,0.0,0,0.0,0,
137,88,A3186a,A1292a,A71EV2A-x3186,A71EV2A-x1292,A71EV2A-x3186_A_245_1_A71EV2A-x0526+A+147+1,A71EV2A-x1292_A_151_1_A71EV2A-x0526+A+147+1,0.3376848402630736,0.08355865690409987,0.5918110236220473,0,0.0,0,
137,89,A3186a,A0428a,A71EV2A-x3186,A71EV2A-x0428,A71EV2A-x3186_A_245_1_A71EV2A-x0526+A+147+1,A71EV2A-x0428_A_147_1_A71EV2A-x0541+A+147+1,0.0,0.0,0.0,0,0.0,0,
137,90,A3186a,A0691a,A71EV2A-x3186,A71EV2A-x0691,A71EV2A-x3186_A_245_1_A71EV2A-x0526+A+147+1,A71EV2A-x0691_A_201_1_A71EV2A-x0541+A+147+1,0.0,0.0,0.0,0,0.0,0,
137,92,A3186a,A0875a,A71EV2A-x3186,A71EV2A-x0875,A71EV2A-x3186_A_245_1_A71EV2A-x0526+A+147+1,A71EV2A-x0875_A_201_1_A71EV2A-x0526+A+147+1,0.20948303606206353,0.08968399185278729,0.32928208027133976,1,0.125,3,
137,93,A3186a,A1148b,A71EV2A-x3186,A71EV2A-x1148,A71EV2A-x3186_A_245_1_A71EV2A-x0526+A+147+1,A71EV2A-x1148_A_147_1_A71EV2A-x0395+A+148+1,0.0,0.0,0.0,0,0.0,0,
137,95,A3186a,A0229a,A71EV2A-x3186,A71EV2A-x0229,A71EV2A-x3186_A_245_1_A71EV2A-x0526+A+147+1,A71EV2A-x0229_A_147_1_A71EV2A-x0525+A+246+1,0.0,0.0,0.0,0,0.0,1,
137,96,A3186a,A0528a,A71EV2A-x3186,A71EV2A-x0528,A71EV2A-x3186_A_245_1_A71EV2A-x0526+A+147+1,A71EV2A-x0528_A_147_1_A71EV2A-x0526+A+147+1,0.34876929888301084,0.010560300604085153,0.6869782971619365,0,0.0,2,
137,97,A3186a,A0416a,A71EV2A-x3186,A71EV2A-x0416,A71EV2A-x3186_A_245_1_A71EV2A-x0526+A+147+1,A71EV2A-x0416_A_147_1_A71EV2A-x0526+A+147+1,0.21538755035742332,0.005809394267658772,0.4249657064471879,0,0.0,3,
137,98,A3186a,A0351b,A71EV2A-x3186,A71EV2A-x0351,A71EV2A-x3186_A_245_1_A71EV2A-x0526+A+147+1,A71EV2A-x0351_A_302_1_A71EV2A-x3181+A+202+1,0.0,0.0,0.0,0,0.0,0,
137,100,A3186a,A0354a,A71EV2A-x3186,A71EV2A-x0354,A71EV2A-x3186_A_245_1_A71EV2A-x0526+A+147+1,A71EV2A-x0354_A_147_1_A71EV2A-x0541+A+147+1,0.0,0.0,0.0,0,0.0,0,
137,101,A3186a,A0332a,A71EV2A-x3186,A71EV2A-x0332,A71EV2A-x3186_A_245_1_A71EV2A-x0526+A+147+1,A71EV2A-x0332_A_147_1_A71EV2A-x0541+A+147+1,0.0,0.0,0.0,0,0.0,0,
137,103,A3186a,A0836a,A71EV2A-x3186,A71EV2A-x0836,A71EV2A-x3186_A_245_1_A71EV2A-x0526+A+147+1,A71EV2A-x0836_A_301_1_A71EV2A-x0526+A+147+1,0.3148884823049164,0.166337474163973,0.46343949044585986,0,0.0,3,
137,104,A3186a,A0188a,A71EV2A-x3186,A71EV2A-x0188,A71EV2A-x3186_A_245_1_A71EV2A-x0526+A+147+1,A71EV2A-x0188_A_147_1_A71EV2A-x0541+A+147+1,0.0,0.0,0.0,0,0.0,0,
137,105,A3186a,A0351c,A71EV2A-x3186,A71EV2A-x0351,A71EV2A-x3186_A_245_1_A71EV2A-x0526+A+147+1,A71EV2A-x0351_A_201_1_A71EV2A-x0432+A+147+1,0.0,0.0,0.0,0,0.0,0,
137,106,A3186a,A0473a,A71EV2A-x3186,A71EV2A-x0473,A71EV2A-x3186_A_245_1_A71EV2A-x0526+A+147+1,A71EV2A-x0473_A_147_1_A71EV2A-x0526+A+147+1,0.0,0.0,0.0,0,0.0,0,
137,108,A3186a,A0717a,A71EV2A-x3186,A71EV2A-x0717,A71EV2A-x3186_A_245_1_A71EV2A-x0526+A+147+1,A71EV2A-x0717_A_147_1_A71EV2A-x0541+A+147+1,0.0,0.0,0.0,0,0.0,0,
137,109,A3186a,A0269a,A71EV2A-x3186,A71EV2A-x0269,A71EV2A-x3186_A_245_1_A71EV2A-x0526+A+147+1,A71EV2A-x0269_A_147_1_A71EV2A-x0395+A+148+1,0.0,0.0,0.0,0,0.0,0,
137,111,A3186a,A1128a,A71EV2A-x3186,A71EV2A-x1128,A71EV2A-x3186_A_245_1_A71EV2A-x0526+A+147+1,A71EV2A-x1128_A_147_1_A71EV2A-x0900+A+147+1,0.0,0.0,0.0,0,0.0,0,
137,112,A3186a,A0853a,A71EV2A-x3186,A71EV2A-x0853,A71EV2A-x3186_A_245_1_A71EV2A-x0526+A+147+1,A71EV2A-x0853_A_147_1_A71EV2A-x0526+A+147+1,0.0,0.0,0.0,0,0.0,0,
137,114,A3186a,A0732a,A71EV2A-x3186,A71EV2A-x0732,A71EV2A-x3186_A_245_1_A71EV2A-x0526+A+147+1,A71EV2A-x0732_A_201_1_A71EV2A-x0526+A+147+1,0.29911120206033825,0.050886803213647004,0.5473356009070295,0,0.0,3,
137,115,A3186a,A0501b,A71EV2A-x3186,A71EV2A-x0501,A71EV2A-x3186_A_245_1_A71EV2A-x0526+A+147+1,A71EV2A-x0501_A_152_1_A71EV2A-x0526+A+147+1,0.40990253916800834,0.1169254971841842,0.7028795811518325,0,0.0,2,
137,116,A3186a,A0310a,A71EV2A-x3186,A71EV2A-x0310,A71EV2A-x3186_A_245_1_A71EV2A-x0526+A+147+1,A71EV2A-x0310_A_147_1_A71EV2A-x0526+A+147+1,0.3272705167868905,0.022749126059330108,0.6317919075144509,0,0.0,2,
137,117,A3186a,A0359a,A71EV2A-x3186,A71EV2A-x0359,A71EV2A-x3186_A_245_1_A71EV2A-x0526+A+147+1,A71EV2A-x0359_A_147_1_A71EV2A-x0525+A+246+1,0.0,0.0,0.0,0,0.0,0,
137,118,A3186a,A0566a,A71EV2A-x3186,A71EV2A-x0566,A71EV2A-x3186_A_245_1_A71EV2A-x0526+A+147+1,A71EV2A-x0566_A_147_1_A71EV2A-x0526+A+147+1,0.38171525915925464,0.06057153984115628,0.702858978477353,0,0.0,2,
137,120,A3186a,A1140a,A71EV2A-x3186,A71EV2A-x1140,A71EV2A-x3186_A_245_1_A71EV2A-x0526+A+147+1,A71EV2A-x1140_A_147_1_A71EV2A-x0526+A+147+1,0.1508372579801151,0.0,0.3016745159602302,0,0.0,3,
137,121,A3186a,A1109a,A71EV2A-x3186,A71EV2A-x1109,A71EV2A-x3186_A_245_1_A71EV2A-x0526+A+147+1,A71EV2A-x1109_A_147_1_A71EV2A-x0395+A+148+1,0.0,0.0,0.0,0,0.0,0,
137,123,A3186a,A0608a,A71EV2A-x3186,A71EV2A-x0608,A71EV2A-x3186_A_245_1_A71EV2A-x0526+A+147+1,A71EV2A-x0608_A_147_1_A71EV2A-x0486+A+147+1,0.0,0.0,0.0,0,0.0,0,
137,124,A3186a,A1145b,A71EV2A-x3186,A71EV2A-x1145,A71EV2A-x3186_A_245_1_A71EV2A-x0526+A+147+1,A71EV2A-x1145_A_201_1_A71EV2A-x0395+A+148+1,0.0,0.0,0.0,0,0.0,0,
137,126,A3186a,A0831a,A71EV2A-x3186,A71EV2A-x0831,A71EV2A-x3186_A_245_1_A71EV2A-x0526+A+147+1,A71EV2A-x0831_A_147_1_A71EV2A-x0395+A+148+1,0.0,0.0,0.0,0,0.0,0,
137,127,A3186a,A0525a,A71EV2A-x3186,A71EV2A-x0525,A71EV2A-x3186_A_245_1_A71EV2A-x0526+A+147+1,A71EV2A-x0525_A_246_1_A71EV2A-x0525+A+246+1,0.0,0.0,0.0,0,0.0,1,
137,128,A3186a,A0395a,A71EV2A-x3186,A71EV2A-x0395,A71EV2A-x3186_A_245_1_A71EV2A-x0526+A+147+1,A71EV2A-x0395_A_147_1_A71EV2A-x0395+A+148+1,0.0,0.0,0.0,0,0.0,0,
137,129,A3186a,A0719a,A71EV2A-x3186,A71EV2A-x0719,A71EV2A-x3186_A_245_1_A71EV2A-x0526+A+147+1,A71EV2A-x0719_A_301_1_A71EV2A-x0526+A+147+1,0.3733791440280615,0.20436019225130292,0.54239809580482,1,0.14285714285714285,3,
137,130,A3186a,A0412a,A71EV2A-x3186,A71EV2A-x0412,A71EV2A-x3186_A_245_1_A71EV2A-x0526+A+147+1,A71EV2A-x0412_A_147_1_A71EV2A-x0412+A+147+1,0.0,0.0,0.0,0,0.0,0,
137,131,A3186a,A0375a,A71EV2A-x3186,A71EV2A-x0375,A71EV2A-x3186_A_245_1_A71EV2A-x0526+A+147+1,A71EV2A-x0375_A_201_1_A71EV2A-x0526+A+147+1,0.020474488137796565,0.0,0.04094897627559313,0,0.0,0,
137,132,A3186a,A1105b,A71EV2A-x3186,A71EV2A-x1105,A71EV2A-x3186_A_245_1_A71EV2A-x0526+A+147+1,A71EV2A-x1105_A_148_1_A71EV2A-x0395+A+148+1,0.0,0.0,0.0,0,0.0,0,
137,133,A3186a,A0202a,A71EV2A-x3186,A71EV2A-x0202,A71EV2A-x3186_A_245_1_A71EV2A-x0526+A+147+1,A71EV2A-x0202_A_147_1_A71EV2A-x0395+A+148+1,0.0,0.0,0.0,0,0.0,0,
137,134,A3186a,A0540a,A71EV2A-x3186,A71EV2A-x0540,A71EV2A-x3186_A_245_1_A71EV2A-x0526+A+147+1,A71EV2A-x0540_A_147_1_A71EV2A-x0525+A+246+1,0.0,0.0,0.0,0,0.0,0,
137,135,A3186a,A0437a,A71EV2A-x3186,A71EV2A-x0437,A71EV2A-x3186_A_245_1_A71EV2A-x0526+A+147+1,A71EV2A-x0437_A_250_1_A71EV2A-x0526+A+147+1,0.3695044896140299,0.09899322499410937,0.6400157542339504,0,0.0,0,
137,136,A3186a,A1180b,A71EV2A-x3186,A71EV2A-x1180,A71EV2A-x3186_A_245_1_A71EV2A-x0526+A+147+1,A71EV2A-x1180_B_151_1_A71EV2A-x0526+A+147+1,0.44775510633395665,0.05330607991900915,0.8422041327489042,0,0.0,0,
137,139,A3186a,A0586a,A71EV2A-x3186,A71EV2A-x0586,A71EV2A-x3186_A_245_1_A71EV2A-x0526+A+147+1,A71EV2A-x0586_A_147_1_A71EV2A-x0541+A+147+1,0.0,0.0,0.0,0,0.0,0,
137,141,A3186a,A0497a,A71EV2A-x3186,A71EV2A-x0497,A71EV2A-x3186_A_245_1_A71EV2A-x0526+A+147+1,A71EV2A-x0497_A_147_1_A71EV2A-x0395+A+148+1,0.0,0.0,0.0,0,0.0,0,
137,142,A3186a,A0526a,A71EV2A-x3186,A71EV2A-x0526,A71EV2A-x3186_A_245_1_A71EV2A-x0526+A+147+1,A71EV2A-x0526_A_147_1_A71EV2A-x0526+A+147+1,0.0,0.0,0.0,0,0.0,0,
137,143,A3186a,A0451a,A71EV2A-x3186,A71EV2A-x0451,A71EV2A-x3186_A_245_1_A71EV2A-x0526+A+147+1,A71EV2A-x0451_A_201_1_A71EV2A-x0526+A+147+1,0.4869054970324677,0.2649577557999324,0.708853238265003,1,0.16666666666666666,2,MAYBE
137,144,A3186a,A0396a,A71EV2A-x3186,A71EV2A-x0396,A71EV2A-x3186_A_245_1_A71EV2A-x0526+A+147+1,A71EV2A-x0396_A_147_1_A71EV2A-x0396+A+147+1,0.0,0.0,0.0,0,0.0,0,
137,146,A3186a,A0554b,A71EV2A-x3186,A71EV2A-x0554,A71EV2A-x3186_A_245_1_A71EV2A-x0526+A+147+1,A71EV2A-x0554_A_147_1_A71EV2A-x0554+A+147+1,0.0,0.0,0.0,0,0.0,0,
137,148,A3186a,A0387a,A71EV2A-x3186,A71EV2A-x0387,A71EV2A-x3186_A_245_1_A71EV2A-x0526+A+147+1,A71EV2A-x0387_A_151_1_A71EV2A-x0526+A+147+1,0.30077482680034473,0.054464451806967434,0.547085201793722,0,0.0,0,
137,150,A3186a,A0341a,A71EV2A-x3186,A71EV2A-x0341,A71EV2A-x3186_A_245_1_A71EV2A-x0526+A+147+1,A71EV2A-x0341_A_147_1_A71EV2A-x0395+A+148+1,0.0,0.0,0.0,0,0.0,0,
137,151,A3186a,A0486a,A71EV2A-x3186,A71EV2A-x0486,A71EV2A-x3186_A_245_1_A71EV2A-x0526+A+147+1,A71EV2A-x0486_A_147_1_A71EV2A-x0486+A+147+1,0.0,0.0,0.0,0,0.0,0,
137,153,A3186a,A0194a,A71EV2A-x3186,A71EV2A-x0194,A71EV2A-x3186_A_245_1_A71EV2A-x0526+A+147+1,A71EV2A-x0194_A_147_1_A71EV2A-x0395+A+148+1,0.0,0.0,0.0,0,0.0,0,
137,154,A3186a,A0152a,A71EV2A-x3186,A71EV2A-x0152,A71EV2A-x3186_A_245_1_A71EV2A-x0526+A+147+1,A71EV2A-x0152_A_147_1_A71EV2A-x0525+A+246+1,0.0,0.0,0.0,0,0.0,0,
137,157,A3186a,A0863a,A71EV2A-x3186,A71EV2A-x0863,A71EV2A-x3186_A_245_1_A71EV2A-x0526+A+147+1,A71EV2A-x0863_A_147_1_A71EV2A-x3181+A+202+1,0.0,0.0,0.0,0,0.0,0,
137,159,A3186a,A0443a,A71EV2A-x3186,A71EV2A-x0443,A71EV2A-x3186_A_245_1_A71EV2A-x0526+A+147+1,A71EV2A-x0443_A_250_1_A71EV2A-x0526+A+147+1,0.48271367080848837,0.1937967259763777,0.771630615640599,1,0.25,0,
137,161,A3186a,A0514b,A71EV2A-x3186,A71EV2A-x0514,A71EV2A-x3186_A_245_1_A71EV2A-x0526+A+147+1,A71EV2A-x0514_A_250_1_A71EV2A-x3181+A+202+1,0.0,0.0,0.0,0,0.0,0,
10,1,A3234a,A0278b,A71EV2A-x3234,A71EV2A-x0278,A71EV2A-x3234_A_246_1_A71EV2A-x0526+A+147+1,A71EV2A-x0278_A_147_1_A71EV2A-x0541+A+147+1,0.0,0.0,0.0,0,0.0,0,
10,4,A3234a,A0515b,A71EV2A-x3234,A71EV2A-x0515,A71EV2A-x3234_A_246_1_A71EV2A-x0526+A+147+1,A71EV2A-x0515_A_147_1_A71EV2A-x0395+A+148+1,0.0,0.0,0.0,0,0.0,0,
10,6,A3234a,A0365a,A71EV2A-x3234,A71EV2A-x0365,A71EV2A-x3234_A_246_1_A71EV2A-x0526+A+147+1,A71EV2A-x0365_A_201_1_A71EV2A-x0526+A+147+1,0.2391298976083805,0.035435991249433106,0.4428238039673279,0,0.0,2,
10,8,A3234a,A1084a,A71EV2A-x3234,A71EV2A-x1084,A71EV2A-x3234_A_246_1_A71EV2A-x0526+A+147+1,A71EV2A-x1084_A_147_1_A71EV2A-x0488+A+147+1,0.0,0.0,0.0,0,0.0,0,
10,9,A3234a,A1081b,A71EV2A-x3234,A71EV2A-x1081,A71EV2A-x3234_A_246_1_A71EV2A-x0526+A+147+1,A71EV2A-x1081_A_201_1_A71EV2A-x1081+A+201+1,0.0,0.0,0.0,0,0.0,0,
10,11,A3234a,A0487a,A71EV2A-x3234,A71EV2A-x0487,A71EV2A-x3234_A_246_1_A71EV2A-x0526+A+147+1,A71EV2A-x0487_A_250_1_A71EV2A-x0526+A+147+1,0.5081079595194766,0.3665647989508152,0.6496511200881381,2,0.4,0,
10,12,A3234a,A0309a,A71EV2A-x3234,A71EV2A-x0309,A71EV2A-x3234_A_246_1_A71EV2A-x0526+A+147+1,A71EV2A-x0309_A_147_1_A71EV2A-x0486+A+147+1,0.0,0.0,0.0,0,0.0,0,
10,14,A3234a,A0237a,A71EV2A-x3234,A71EV2A-x0237,A71EV2A-x3234_A_246_1_A71EV2A-x0526+A+147+1,A71EV2A-x0237_A_151_1_A71EV2A-x0526+A+147+1,0.2739772465111518,0.12022587945298205,0.42772861356932157,0,0.0,0,
10,15,A3234a,A1209a,A71EV2A-x3234,A71EV2A-x1209,A71EV2A-x3234_A_246_1_A71EV2A-x0526+A+147+1,A71EV2A-x1209_A_151_1_A71EV2A-x0526+A+147+1,0.4072618458794717,0.022733090926105717,0.7917906008328376,0,0.0,0,
10,16,A3234a,A0836b,A71EV2A-x3234,A71EV2A-x0836,A71EV2A-x3234_A_246_1_A71EV2A-x0526+A+147+1,A71EV2A-x0836_A_302_1_A71EV2A-x0526+A+147+1,0.0,0.0,0.0,0,0.0,0,
10,17,A3234a,A1148a,A71EV2A-x3234,A71EV2A-x1148,A71EV2A-x3234_A_246_1_A71EV2A-x0526+A+147+1,A71EV2A-x1148_A_201_1_A71EV2A-x0526+A+147+1,0.5304204023552398,0.13685030589812805,0.9239904988123515,1,0.25,1,
10,18,A3234a,A0541a,A71EV2A-x3234,A71EV2A-x0541,A71EV2A-x3234_A_246_1_A71EV2A-x0526+A+147+1,A71EV2A-x0541_A_147_1_A71EV2A-x0541+A+147+1,0.0,0.0,0.0,0,0.0,0,
10,19,A3234a,A0875b,A71EV2A-x3234,A71EV2A-x0875,A71EV2A-x3234_A_246_1_A71EV2A-x0526+A+147+1,A71EV2A-x0875_A_147_1_A71EV2A-x0395+A+148+1,0.0,0.0,0.0,0,0.0,0,
10,20,A3234a,A0528b,A71EV2A-x3234,A71EV2A-x0528,A71EV2A-x3234_A_246_1_A71EV2A-x0526+A+147+1,A71EV2A-x0528_A_201_1_A71EV2A-x3181+A+202+1,0.0,0.0,0.0,0,0.0,0,
10,21,A3234a,A0351a,A71EV2A-x3234,A71EV2A-x0351,A71EV2A-x3234_A_246_1_A71EV2A-x0526+A+147+1,A71EV2A-x0351_A_301_1_A71EV2A-x0526+A+147+1,0.3513537248488331,0.10530154939247802,0.5974059003051881,0,0.0,2,
10,22,A3234a,A0922a,A71EV2A-x3234,A71EV2A-x0922,A71EV2A-x3234_A_246_1_A71EV2A-x0526+A+147+1,A71EV2A-x0922_A_147_1_A71EV2A-x0526+A+147+1,0.33846106803694725,0.27459721404384063,0.4023249220300539,1,0.2,3,
10,23,A3234a,A0450a,A71EV2A-x3234,A71EV2A-x0450,A71EV2A-x3234_A_246_1_A71EV2A-x0526+A+147+1,A71EV2A-x0450_A_201_1_A71EV2A-x0526+A+147+1,0.4550545411366451,0.2911877736968093,0.618921308576481,0,0.0,2,
10,25,A3234a,A0229b,A71EV2A-x3234,A71EV2A-x0229,A71EV2A-x3234_A_246_1_A71EV2A-x0526+A+147+1,A71EV2A-x0229_A_201_1_A71EV2A-x0541+A+147+1,0.0,0.0,0.0,0,0.0,0,
10,27,A3234a,A1019a,A71EV2A-x3234,A71EV2A-x1019,A71EV2A-x3234_A_246_1_A71EV2A-x0526+A+147+1,A71EV2A-x1019_A_147_1_A71EV2A-x0526+A+147+1,0.3124794128468473,0.09393045689936846,0.5310283687943262,0,0.0,3,
10,31,A3234a,A1247a,A71EV2A-x3234,A71EV2A-x1247,A71EV2A-x3234_A_246_1_A71EV2A-x0526+A+147+1,A71EV2A-x1247_A_246_1_A71EV2A-x0526+A+147+1,0.38358786852719945,0.06801064144438007,0.6991650956100188,0,0.0,2,
10,32,A3234a,A0739a,A71EV2A-x3234,A71EV2A-x0739,A71EV2A-x3234_A_246_1_A71EV2A-x0526+A+147+1,A71EV2A-x0739_A_147_1_A71EV2A-x0526+A+147+1,0.29727604715657563,0.05376590935518726,0.540786184957964,0,0.0,2,
10,34,A3234a,A1145a,A71EV2A-x3234,A71EV2A-x1145,A71EV2A-x3234_A_246_1_A71EV2A-x0526+A+147+1,A71EV2A-x1145_A_147_1_A71EV2A-x3181+A+202+1,0.0,0.0,0.0,0,0.0,0,
10,35,A3234a,A0900a,A71EV2A-x3234,A71EV2A-x0900,A71EV2A-x3234_A_246_1_A71EV2A-x0526+A+147+1,A71EV2A-x0900_A_147_1_A71EV2A-x0900+A+147+1,0.0,0.0,0.0,0,0.0,0,
10,36,A3234a,A0719b,A71EV2A-x3234,A71EV2A-x0719,A71EV2A-x3234_A_246_1_A71EV2A-x0526+A+147+1,A71EV2A-x0719_A_201_1_A71EV2A-x3181+A+202+1,0.0,0.0,0.0,0,0.0,0,
10,38,A3234a,A0395b,A71EV2A-x3234,A71EV2A-x0395,A71EV2A-x3234_A_246_1_A71EV2A-x0526+A+147+1,A71EV2A-x0395_A_148_1_A71EV2A-x0395+A+148+1,0.0,0.0,0.0,0,0.0,0,
10,39,A3234a,A0375c,A71EV2A-x3234,A71EV2A-x0375,A71EV2A-x3234_A_246_1_A71EV2A-x0526+A+147+1,A71EV2A-x0375_A_147_1_A71EV2A-x0395+A+148+1,0.0,0.0,0.0,0,0.0,0,
10,42,A3234a,A0379a,A71EV2A-x3234,A71EV2A-x0379,A71EV2A-x3234_A_246_1_A71EV2A-x0526+A+147+1,A71EV2A-x0379_A_147_1_A71EV2A-x0379+A+147+1,0.0,0.0,0.0,0,0.0,0,
